Turf Name,Location,Landmark,Price Per Hour,Rating,Number of Reviews,Open Time,Close Time,Available on Weekend,Turf Type,Amenities,Contact Number,Latitude,Longitude,Maintenance Issues (days/month),Last-Minute Cancellations/week,Year,Users Per Year
Flores LLC Turf,Kilpauk,Near XYZ Mall,351,3.7,126,07:00,23:00,Yes,5‑a‑side,"Canteen, Floodlights, Parking",897.583.6192x9205,13.141191,80.245032,4,9,2024,2716
Fleming-Perez Turf,Mylapore,Next to ABC Park,525,4.5,16,07:00,22:00,No,7‑a‑side,"Canteen, Floodlights, Parking",001-746-212-4912x026,13.086174,80.246946,1,1,2024,4812
"Oliver, Carpenter and Walters Turf",Porur,Close to Railway Station,1080,3.9,48,06:00,23:00,No,7‑a‑side,"Canteen, Washroom, Floodlights",933-680-8420x804,13.104695,80.003957,4,6,2024,877
"Gonzalez, Gray and Tucker Turf",Perungudi,Next to ABC Park,384,4.0,91,05:00,23:00,No,5‑a‑side,"Canteen, Changing Room, Parking",(535)655-7936x79457,13.089971,80.135932,0,4,2024,4714
Alexander-Morris Turf,Pallavaram,Next to ABC Park,983,3.6,5,05:00,20:00,No,5‑a‑side,"Floodlights, Canteen",721.603.6520x949,13.002992,80.28613,3,5,2024,4785
"Fields, Santos and Brown Turf",Ambattur,Opposite Main Bus Stop,585,4.0,68,06:00,22:00,Yes,7‑a‑side,"Changing Room, Parking, Washroom, Floodlights",001-487-468-1325x4132,13.000807,80.29606,4,1,2024,869
Gomez-Townsend Turf,Kilpauk,Near XYZ Mall,769,3.4,121,07:00,20:00,Yes,6‑a‑side,"Canteen, Parking, Washroom, Floodlights",389-959-9428x15918,13.063071,80.206834,0,4,2024,2696
"Greene, Rivera and Green Turf",Kodambakkam,Beside Metro Station,706,4.9,86,08:00,22:00,Yes,7‑a‑side,"Floodlights, Washroom",517-320-7398,13.112349,80.220918,1,9,2024,4247
Perez Ltd Turf,Ambattur,Close to Railway Station,1004,4.9,46,06:00,22:00,No,Futsal,"Washroom, Floodlights, Parking, Changing Room",540.994.5858x867,13.046899,80.091121,1,3,2024,1151
Gates and Sons Turf,Pallavaram,Close to Railway Station,554,3.5,13,07:00,23:00,Yes,6‑a‑side,"Canteen, Parking, Floodlights",595-931-9093x9971,13.06154,80.25216,0,8,2024,1269
"Parker, Walters and Welch Turf",Mylapore,Next to ABC Park,527,3.7,9,08:00,21:00,Yes,6‑a‑side,"Washroom, Changing Room, Floodlights",525.721.1909x989,13.150666,80.081006,1,5,2024,2921
"Martin, Wu and Hayes Turf",Guindy,Near XYZ Mall,1068,3.1,15,06:00,23:00,Yes,6‑a‑side,"Parking, Floodlights, Canteen, Changing Room",001-266-203-6180x39526,13.099459,80.098293,0,1,2024,1280
"Robles, Sanchez and Juarez Turf",Kodambakkam,Opposite Main Bus Stop,356,4.6,128,05:00,23:00,No,5‑a‑side,"Canteen, Parking, Floodlights",270-684-5614x8838,13.066443,80.216887,4,0,2024,2216
Smith Ltd Turf,Tambaram,Beside Metro Station,1009,3.2,133,06:00,23:00,No,5‑a‑side,"Floodlights, Changing Room, Parking",829-561-4203,13.016047,80.238759,4,4,2024,4483
"Taylor, Huff and Johnson Turf",OMR,Opposite Main Bus Stop,718,4.8,96,06:00,22:00,Yes,Futsal,"Washroom, Parking",800.964.2625,13.118638,80.161001,0,8,2024,1811
"Schultz, Wright and Osborn Turf",Medavakkam,Beside Metro Station,984,5.0,33,06:00,23:00,Yes,5‑a‑side,"Floodlights, Parking, Washroom",(865)325-6491,13.08815,80.086439,4,5,2024,3859
Weaver Ltd Turf,Kilpauk,Close to Railway Station,571,3.5,99,07:00,23:00,Yes,5‑a‑side,"Changing Room, Floodlights, Parking, Canteen",+1-822-490-8223x069,13.153117,80.11318,4,9,2024,1022
Grant Group Turf,Nungambakkam,Near XYZ Mall,1038,4.7,136,06:00,22:00,No,6‑a‑side,"Washroom, Canteen",(328)668-0462x2120,13.018105,80.208329,4,6,2024,1021
Cline-Sanchez Turf,Kodambakkam,Opposite Main Bus Stop,312,4.1,75,07:00,22:00,No,Futsal,"Washroom, Parking",001-717-842-7269x1458,13.034341,80.111501,2,4,2024,2820
Ramirez-Hubbard Turf,Kilpauk,Opposite Main Bus Stop,607,3.3,5,07:00,21:00,Yes,5‑a‑side,"Washroom, Floodlights, Canteen, Changing Room",493.401.9326x427,13.120955,80.150502,3,9,2024,1435
"Johnson, Hamilton and Jenkins Turf",Velachery,Near XYZ Mall,367,3.3,97,05:00,20:00,Yes,5‑a‑side,"Changing Room, Canteen, Floodlights, Washroom",001-742-933-5928x3683,13.157652,80.050295,1,5,2024,2730
"Best, Clark and Pugh Turf",Medavakkam,Next to ABC Park,1166,2.9,4,05:00,20:00,Yes,6‑a‑side,"Canteen, Changing Room, Parking",(991)221-1545,13.03251,80.195974,2,4,2024,4540
"Black, Cochran and Scott Turf",Mylapore,Close to Railway Station,741,2.5,57,05:00,23:00,No,6‑a‑side,"Canteen, Floodlights",(982)512-8528,13.015098,80.25444,4,8,2024,4197
Watson-Henson Turf,OMR,Next to ABC Park,810,3.0,142,06:00,20:00,Yes,7‑a‑side,"Washroom, Canteen",5456114564,13.151462,80.07246,0,5,2024,3337
Roberts and Sons Turf,Anna Nagar,Near XYZ Mall,740,2.9,89,06:00,22:00,No,7‑a‑side,"Parking, Floodlights, Washroom",-9186,13.168023,80.243004,4,7,2024,4583
Miller Inc Turf,Ambattur,Beside Metro Station,447,4.1,111,08:00,23:00,Yes,Futsal,"Changing Room, Canteen, Floodlights, Parking",001-855-774-8704,13.07371,80.008858,3,1,2024,2961
Mills-Myers Turf,Ambattur,Beside Metro Station,1128,2.9,128,07:00,22:00,No,6‑a‑side,"Parking, Changing Room",(331)240-5528x72646,13.003352,80.031613,4,8,2024,3743
Shaw LLC Turf,Nungambakkam,Beside Metro Station,450,2.7,110,06:00,22:00,No,Futsal,"Parking, Canteen",001-222-792-3094x8284,13.197449,80.294046,0,4,2024,3859
"Peterson, Smith and Perez Turf",Adyar,Opposite Main Bus Stop,975,3.9,65,08:00,20:00,Yes,6‑a‑side,"Washroom, Parking, Floodlights, Changing Room",(927)630-3869,13.133895,80.264841,3,6,2024,1185
"Freeman, Lewis and Russell Turf",Guindy,Opposite Main Bus Stop,702,4.0,41,06:00,21:00,No,7‑a‑side,"Parking, Canteen, Floodlights, Changing Room",249-558-1660,13.01407,80.089913,4,9,2024,2660
Snyder PLC Turf,Tambaram,Next to ABC Park,336,3.7,20,07:00,22:00,No,7‑a‑side,"Parking, Floodlights, Canteen, Changing Room",977.882.5454x7169,13.17147,80.226297,3,0,2024,4488
Lowe Group Turf,Porur,Beside Metro Station,1163,3.2,109,06:00,21:00,No,Futsal,"Washroom, Floodlights, Canteen",551-259-4559x36469,13.113446,80.262737,1,9,2024,4566
"Petersen, Gomez and Smith Turf",Medavakkam,Next to ABC Park,579,4.4,84,08:00,20:00,No,Futsal,"Floodlights, Changing Room",+1-939-637-6325x423,13.108709,80.114418,1,4,2024,2067
Yang-Schmidt Turf,Anna Nagar,Near XYZ Mall,498,4.3,103,07:00,23:00,Yes,5‑a‑side,"Parking, Changing Room, Canteen",001-447-902-3401x328,13.03591,80.032669,4,9,2024,538
"Michael, Jackson and Harrington Turf",T Nagar,Near XYZ Mall,693,2.8,101,08:00,22:00,Yes,Futsal,"Floodlights, Parking, Washroom",548.813.6895x0240,13.13383,80.184126,3,1,2024,3044
"Rivas, Ramirez and Olson Turf",Pallavaram,Beside Metro Station,337,2.9,132,08:00,20:00,Yes,7‑a‑side,"Changing Room, Canteen, Washroom, Floodlights",954-887-4457x364,13.147293,80.277828,0,5,2024,1756
"Smith, Haynes and Shields Turf",Tambaram,Near XYZ Mall,488,3.0,43,08:00,22:00,No,Futsal,"Parking, Canteen",515-312-2534x6524,13.005386,80.281915,4,0,2024,3490
Kerr-Phelps Turf,OMR,Next to ABC Park,731,2.7,49,06:00,22:00,No,5‑a‑side,"Washroom, Parking, Canteen, Changing Room",716.720.7880,13.084003,80.225166,1,2,2024,2696
Howard LLC Turf,Velachery,Beside Metro Station,903,3.9,47,06:00,20:00,Yes,6‑a‑side,"Washroom, Changing Room, Floodlights, Canteen",+1-959-468-7944x1925,13.013505,80.250505,1,4,2024,3968
Willis Inc Turf,Ambattur,Next to ABC Park,412,2.6,142,05:00,22:00,No,5‑a‑side,"Canteen, Floodlights, Washroom, Parking",-8690,13.154953,80.137318,4,3,2024,3208
Green PLC Turf,Kilpauk,Near XYZ Mall,1094,4.7,25,06:00,23:00,No,7‑a‑side,"Changing Room, Washroom",403.857.5972,13.009409,80.273964,3,2,2024,801
Schmidt Inc Turf,Kilpauk,Close to Railway Station,1018,3.6,114,05:00,21:00,Yes,7‑a‑side,"Canteen, Parking, Floodlights, Changing Room",(261)830-8800,13.046138,80.177851,1,9,2024,1146
Hines LLC Turf,Pallavaram,Close to Railway Station,1072,3.8,14,06:00,23:00,Yes,7‑a‑side,"Washroom, Changing Room, Parking",001-643-362-3351x175,13.088928,80.178634,3,4,2024,2259
Campbell-Wilson Turf,Guindy,Next to ABC Park,339,2.8,57,06:00,22:00,No,5‑a‑side,"Parking, Canteen",2057420810,13.118023,80.053418,1,7,2024,4851
Johnson Ltd Turf,T Nagar,Close to Railway Station,574,2.6,110,05:00,23:00,No,6‑a‑side,"Floodlights, Canteen",679-218-0287,13.119751,80.279642,1,3,2024,1097
King LLC Turf,Kilpauk,Opposite Main Bus Stop,958,4.0,0,08:00,22:00,No,Futsal,"Parking, Changing Room",536-833-9997x75284,13.165871,80.139616,2,0,2024,1161
"Sampson, Morrow and Jones Turf",Mylapore,Beside Metro Station,952,2.8,124,05:00,23:00,No,6‑a‑side,"Floodlights, Changing Room, Canteen, Washroom",331.582.8324,13.143165,80.092022,1,6,2024,4830
"Mitchell, Cooper and Taylor Turf",T Nagar,Opposite Main Bus Stop,1071,2.9,90,05:00,20:00,Yes,7‑a‑side,"Floodlights, Washroom, Canteen, Parking",+1-873-590-3093x962,13.045458,80.167147,0,7,2024,1868
Villa Ltd Turf,Mylapore,Close to Railway Station,471,4.0,3,05:00,21:00,Yes,6‑a‑side,"Parking, Washroom, Floodlights",212-578-5175,13.160027,80.194115,4,2,2024,3081
Sims Inc Turf,T Nagar,Close to Railway Station,712,3.3,54,05:00,20:00,Yes,7‑a‑side,"Parking, Washroom, Canteen",595.512.7217x954,13.022257,80.134867,4,5,2024,4368
Herrera Ltd Turf,Chromepet,Next to ABC Park,405,3.4,135,06:00,21:00,Yes,7‑a‑side,"Parking, Floodlights",(241)507-9120,13.116814,80.124245,3,1,2024,4037
Mckenzie Inc Turf,Ambattur,Close to Railway Station,1193,4.1,106,07:00,21:00,No,7‑a‑side,"Canteen, Parking, Washroom, Floodlights",001-878-749-1131x6586,13.144588,80.259677,1,6,2024,4808
Hines Group Turf,Chromepet,Beside Metro Station,1048,3.9,122,05:00,20:00,No,5‑a‑side,"Changing Room, Floodlights",+1-842-845-2711x44473,13.185485,80.265836,0,7,2024,782
Wood Group Turf,Tambaram,Opposite Main Bus Stop,935,3.8,105,06:00,23:00,No,Futsal,"Changing Room, Washroom, Canteen, Floodlights",303.332.0644x558,13.120806,80.066159,3,5,2024,4178
"Davila, Petty and Woods Turf",Pallavaram,Near XYZ Mall,724,3.5,52,06:00,21:00,Yes,Futsal,"Changing Room, Parking",(432)399-8543x76013,13.183141,80.173859,2,5,2024,1986
Irwin-Martinez Turf,Chromepet,Next to ABC Park,1103,3.9,127,07:00,23:00,No,5‑a‑side,"Washroom, Canteen, Floodlights, Parking",8054684198,13.014059,80.163229,3,4,2024,4582
Chen LLC Turf,Mylapore,Close to Railway Station,396,4.0,9,05:00,21:00,Yes,7‑a‑side,"Washroom, Parking",637-444-8396,13.11245,80.03764,3,7,2024,4683
Rodriguez Ltd Turf,T Nagar,Close to Railway Station,1099,3.8,92,08:00,20:00,Yes,5‑a‑side,"Parking, Changing Room, Canteen",258-695-6022x3883,13.165282,80.015588,1,0,2024,960
Sanders PLC Turf,Pallavaram,Beside Metro Station,843,3.3,134,07:00,22:00,Yes,Futsal,"Floodlights, Parking",+1-731-820-2450x9597,13.010187,80.04054,2,9,2024,2825
Ayala Group Turf,T Nagar,Close to Railway Station,906,2.7,78,06:00,21:00,No,7‑a‑side,"Washroom, Parking",(674)805-6514x721,13.13836,80.243789,3,3,2024,4254
Waters PLC Turf,Anna Nagar,Beside Metro Station,866,4.7,35,07:00,23:00,No,Futsal,"Floodlights, Canteen, Changing Room",237.875.0683x794,13.186953,80.062054,0,3,2024,2968
Jackson-Poole Turf,Nungambakkam,Opposite Main Bus Stop,932,3.2,97,06:00,21:00,No,6‑a‑side,"Canteen, Floodlights, Changing Room",674.671.3514x32203,13.127658,80.251995,0,2,2024,2224
Douglas Ltd Turf,Kilpauk,Next to ABC Park,1126,5.0,144,07:00,20:00,No,7‑a‑side,"Canteen, Parking",812.246.7443,13.165708,80.037334,4,2,2024,1876
Wright-Harvey Turf,Ambattur,Near XYZ Mall,782,2.7,3,07:00,21:00,No,Futsal,"Parking, Washroom, Floodlights",8156988607,13.172098,80.034599,2,3,2024,3243
Long-Ford Turf,Chromepet,Near XYZ Mall,730,3.7,60,07:00,23:00,Yes,Futsal,"Parking, Canteen",+1-823-546-8515x74102,13.01947,80.288045,2,0,2024,1014
Wilson-Lam Turf,Anna Nagar,Near XYZ Mall,564,4.3,11,05:00,23:00,No,6‑a‑side,"Floodlights, Parking, Canteen",001-927-465-8895x9063,13.081265,80.109571,4,1,2024,1202
Rice and Sons Turf,Perungudi,Close to Railway Station,863,3.4,57,08:00,20:00,Yes,7‑a‑side,"Parking, Changing Room",001-427-255-8902,13.159292,80.025691,3,8,2024,2153
Brooks Inc Turf,Guindy,Next to ABC Park,804,2.7,33,06:00,20:00,No,6‑a‑side,"Floodlights, Changing Room",001-557-411-9215x48387,13.044467,80.178757,2,9,2024,2566
Mcmahon Ltd Turf,Pallavaram,Close to Railway Station,442,3.6,148,07:00,23:00,No,7‑a‑side,"Parking, Washroom, Changing Room, Floodlights",(325)937-9361,13.081241,80.000268,0,1,2024,522
Dickson-Oconnor Turf,Tambaram,Near XYZ Mall,856,4.2,94,05:00,20:00,No,5‑a‑side,"Canteen, Floodlights, Changing Room",207-456-1120x14802,13.148974,80.133936,0,4,2024,2960
Higgins PLC Turf,Chromepet,Near XYZ Mall,530,3.6,80,07:00,22:00,Yes,Futsal,"Parking, Floodlights, Canteen, Changing Room",(842)414-1470x13762,13.101568,80.236247,1,8,2024,1804
"Smith, Carroll and Martinez Turf",Medavakkam,Near XYZ Mall,489,2.9,60,06:00,20:00,Yes,7‑a‑side,"Canteen, Washroom, Floodlights",744-772-1560x160,13.094506,80.20044,2,8,2024,3800
Obrien Group Turf,T Nagar,Near XYZ Mall,1027,4.7,113,06:00,23:00,No,5‑a‑side,"Canteen, Washroom",254-928-0368,13.155471,80.014477,3,7,2024,861
Mcguire PLC Turf,Mylapore,Close to Railway Station,668,3.1,45,06:00,23:00,No,5‑a‑side,"Parking, Changing Room, Canteen, Floodlights",2724141129,13.131017,80.231719,4,0,2024,4227
Howard-Friedman Turf,Tambaram,Near XYZ Mall,587,2.5,69,07:00,21:00,No,Futsal,"Parking, Washroom, Canteen, Changing Room",678-555-0502,13.007063,80.197386,4,0,2024,1784
Reyes Ltd Turf,Mylapore,Opposite Main Bus Stop,783,2.9,101,07:00,23:00,No,Futsal,"Changing Room, Washroom, Canteen",+1-696-839-2738x619,13.13423,80.22059,3,8,2024,1014
"Dunn, Bray and Henry Turf",Porur,Beside Metro Station,449,4.8,56,08:00,23:00,No,6‑a‑side,"Washroom, Canteen",673-305-7739x774,13.050275,80.100947,1,7,2024,948
"Wilkerson, Williams and Williams Turf",T Nagar,Opposite Main Bus Stop,416,4.7,118,06:00,20:00,No,5‑a‑side,"Canteen, Changing Room",001-600-368-1923,13.046988,80.090726,4,9,2024,2355
"Smith, Rodriguez and Porter Turf",Porur,Close to Railway Station,829,2.6,33,08:00,20:00,No,5‑a‑side,"Washroom, Canteen, Floodlights, Parking",825.762.6835x77607,13.184579,80.034786,2,8,2024,4062
"Dennis, Smith and Adams Turf",Guindy,Near XYZ Mall,668,4.2,129,08:00,21:00,No,7‑a‑side,"Parking, Floodlights",001-572-681-4956,13.154265,80.133425,1,6,2024,3020
Cruz-Chapman Turf,Adyar,Near XYZ Mall,745,4.8,150,06:00,21:00,No,6‑a‑side,"Floodlights, Changing Room, Canteen",(377)562-5320x1605,13.012118,80.029012,2,2,2024,3581
Gibson-Casey Turf,Kodambakkam,Beside Metro Station,1128,2.8,108,07:00,20:00,No,7‑a‑side,"Changing Room, Canteen, Washroom, Floodlights",419.726.3383x06497,13.052765,80.160609,0,2,2024,1928
Hamilton-Perry Turf,Pallavaram,Opposite Main Bus Stop,1130,4.9,12,08:00,22:00,No,7‑a‑side,"Changing Room, Washroom",369-631-4716x765,13.181719,80.176673,1,1,2024,4467
Donaldson Group Turf,Velachery,Close to Railway Station,586,3.9,32,07:00,21:00,No,Futsal,"Parking, Washroom, Floodlights",9793825088,13.111895,80.211812,4,4,2024,1422
Klein PLC Turf,Nungambakkam,Near XYZ Mall,337,4.7,78,07:00,23:00,Yes,5‑a‑side,"Parking, Canteen",981.257.0175,13.016017,80.168362,1,2,2024,3637
Webb Group Turf,Pallavaram,Close to Railway Station,1190,4.8,121,06:00,21:00,Yes,5‑a‑side,"Parking, Canteen, Washroom, Changing Room",+1-590-990-9093x10306,13.07693,80.065293,1,5,2024,2659
Armstrong Ltd Turf,Medavakkam,Near XYZ Mall,1199,4.3,65,06:00,22:00,No,6‑a‑side,"Floodlights, Canteen",823-812-6759x2564,13.176511,80.065453,1,1,2024,3047
"Weber, Downs and Osborne Turf",Mylapore,Near XYZ Mall,1122,2.7,131,05:00,23:00,Yes,Futsal,"Washroom, Parking, Changing Room, Canteen",+1-800-236-0911x605,13.122427,80.165847,1,2,2024,3479
"Taylor, Quinn and Christensen Turf",Mylapore,Near XYZ Mall,382,3.2,20,08:00,21:00,No,Futsal,"Canteen, Washroom, Changing Room",(620)349-0571,13.124616,80.074013,2,4,2024,2781
Duran-Thornton Turf,Mylapore,Opposite Main Bus Stop,975,3.2,109,06:00,21:00,Yes,7‑a‑side,"Changing Room, Parking, Floodlights, Canteen",587-267-3314x458,13.021575,80.10259,0,0,2024,3149
Herman-Yoder Turf,OMR,Close to Railway Station,690,3.9,149,08:00,22:00,No,Futsal,"Floodlights, Washroom, Canteen",267.645.3858x484,13.032357,80.261417,3,0,2024,813
Mccarthy Inc Turf,Medavakkam,Next to ABC Park,478,2.9,4,05:00,21:00,Yes,Futsal,"Parking, Changing Room",496-737-5771,13.169609,80.1467,1,9,2024,3113
Sellers and Sons Turf,Porur,Close to Railway Station,891,4.8,9,06:00,22:00,No,5‑a‑side,"Floodlights, Parking",(997)300-3581,13.01179,80.208899,4,8,2024,3583
Guerra-Ortiz Turf,Tambaram,Opposite Main Bus Stop,610,3.7,78,06:00,20:00,No,6‑a‑side,"Washroom, Parking, Floodlights, Canteen",860.267.1052,13.03077,80.241238,1,6,2024,2756
"George, Gonzalez and Ramirez Turf",OMR,Beside Metro Station,454,3.7,113,08:00,21:00,Yes,7‑a‑side,"Changing Room, Washroom",001-254-595-1558,13.03711,80.269998,4,0,2024,1537
Neal Inc Turf,Nungambakkam,Opposite Main Bus Stop,597,3.7,103,08:00,22:00,Yes,6‑a‑side,"Parking, Canteen, Washroom, Changing Room",604-815-0502x076,13.044649,80.144926,2,7,2024,3989
Rios LLC Turf,Mylapore,Near XYZ Mall,565,2.8,148,05:00,20:00,Yes,6‑a‑side,"Parking, Floodlights, Changing Room",001-286-376-4066x212,13.146979,80.02531,4,2,2024,3134
"Hill, Yang and Schmitt Turf",Adyar,Close to Railway Station,888,4.5,33,08:00,20:00,No,6‑a‑side,"Washroom, Parking",001-373-901-7599x166,13.050426,80.121358,3,7,2024,4483
Sandoval PLC Turf,Kilpauk,Beside Metro Station,300,2.8,71,08:00,21:00,No,Futsal,"Canteen, Changing Room, Parking, Floodlights",272-824-5012x97041,13.069336,80.074823,0,4,2024,2278
"Watkins, Wilson and Krueger Turf",OMR,Close to Railway Station,1144,3.7,95,05:00,21:00,No,Futsal,"Parking, Changing Room, Floodlights",+1-381-607-8466x51427,13.144304,80.14913,4,0,2024,4395
Miller-Ward Turf,Chromepet,Close to Railway Station,680,4.6,50,05:00,22:00,No,Futsal,"Washroom, Parking, Floodlights, Changing Room",001-448-988-2254,13.115615,80.279958,4,6,2024,1624
Li-Sandoval Turf,Adyar,Close to Railway Station,1186,4.7,18,06:00,21:00,Yes,7‑a‑side,"Parking, Washroom",393-289-2750x2074,13.053095,80.129602,0,4,2024,1197
Johnson PLC Turf,Perungudi,Close to Railway Station,1193,4.9,87,08:00,20:00,Yes,7‑a‑side,"Canteen, Washroom, Floodlights",+1-655-471-0078x5176,13.096566,80.186082,3,5,2024,2679
"Mccoy, Williams and Snyder Turf",Velachery,Next to ABC Park,735,2.9,133,05:00,22:00,Yes,7‑a‑side,"Parking, Changing Room, Washroom",391.288.0362x5027,13.139727,80.182373,1,5,2024,1904
"Rogers, Lee and Padilla Turf",Pallavaram,Beside Metro Station,688,2.6,130,07:00,21:00,No,Futsal,"Parking, Canteen, Floodlights",613-648-2318,13.084007,80.072213,4,7,2024,1543
Aguilar Inc Turf,Anna Nagar,Close to Railway Station,742,2.6,23,07:00,21:00,No,5‑a‑side,"Canteen, Changing Room, Parking",7739992680,13.028784,80.1674,0,8,2024,2429
Obrien Ltd Turf,Velachery,Close to Railway Station,421,3.2,24,06:00,20:00,Yes,6‑a‑side,"Floodlights, Washroom",453.817.5463x509,13.068841,80.070692,2,1,2024,1513
"Mccormick, Mcneil and Butler Turf",Ambattur,Near XYZ Mall,600,2.8,15,07:00,20:00,Yes,7‑a‑side,"Floodlights, Parking, Washroom",001-691-821-3625x23095,13.12965,80.071521,0,8,2024,726
Brown-Lee Turf,Chromepet,Close to Railway Station,328,4.9,137,05:00,20:00,No,7‑a‑side,"Floodlights, Parking",270-591-9484,13.184172,80.262229,2,9,2024,2328
Mcneil Ltd Turf,Porur,Opposite Main Bus Stop,621,2.6,44,05:00,23:00,No,5‑a‑side,"Parking, Changing Room, Washroom, Canteen",317.705.0449x2914,13.198518,80.039344,3,8,2024,2523
Evans-Davies Turf,Perungudi,Close to Railway Station,359,3.5,75,05:00,21:00,No,6‑a‑side,"Parking, Floodlights, Changing Room, Canteen",+1-456-687-5415x1996,13.042558,80.287166,1,9,2024,2952
"Scott, Mann and Brown Turf",Pallavaram,Close to Railway Station,630,3.8,22,05:00,23:00,Yes,6‑a‑side,"Parking, Canteen, Changing Room",-6055,13.065692,80.131614,0,9,2024,2585
Johnson and Sons Turf,T Nagar,Near XYZ Mall,1150,3.8,132,05:00,20:00,Yes,7‑a‑side,"Parking, Changing Room, Floodlights",+1-240-294-9857x125,13.04605,80.082791,4,6,2024,4783
Neal-Chen Turf,Medavakkam,Near XYZ Mall,653,2.8,80,05:00,23:00,Yes,5‑a‑side,"Changing Room, Parking",+1-736-494-3340x156,13.114738,80.047692,3,0,2024,1580
Robbins and Sons Turf,Guindy,Opposite Main Bus Stop,593,3.9,132,07:00,20:00,Yes,Futsal,"Parking, Floodlights, Changing Room",926-911-0611,13.189222,80.107199,0,6,2024,2820
Ponce-Wagner Turf,Porur,Near XYZ Mall,998,4.9,38,06:00,20:00,Yes,5‑a‑side,"Changing Room, Floodlights",001-203-462-6612x7976,13.159473,80.024129,4,9,2024,3690
Jones Group Turf,Kilpauk,Next to ABC Park,941,2.6,146,06:00,22:00,Yes,7‑a‑side,"Washroom, Floodlights, Canteen, Changing Room",(290)921-9104x9913,13.008533,80.198377,0,4,2024,3130
"Reynolds, Dixon and Black Turf",Kodambakkam,Close to Railway Station,698,4.4,112,05:00,20:00,Yes,7‑a‑side,"Changing Room, Canteen",001-686-360-2827x5158,13.096301,80.272885,2,5,2024,3063
Willis Inc Turf,Anna Nagar,Opposite Main Bus Stop,1179,4.6,135,06:00,20:00,No,5‑a‑side,"Washroom, Floodlights",+1-486-247-1714x016,13.137206,80.140895,0,9,2024,3792
Hawkins-Brown Turf,Perungudi,Close to Railway Station,1170,3.0,106,05:00,20:00,No,5‑a‑side,"Washroom, Changing Room",+1-420-749-5526x162,13.040314,80.176304,0,6,2024,4086
"Miller, Stokes and Bean Turf",Chromepet,Near XYZ Mall,824,4.1,122,07:00,21:00,No,6‑a‑side,"Changing Room, Parking, Floodlights, Washroom",+1-327-860-3684x2403,13.183654,80.136838,0,4,2024,4931
"Williams, Davis and Ross Turf",Guindy,Beside Metro Station,302,3.1,36,08:00,22:00,No,6‑a‑side,"Parking, Canteen",2384573056,13.047855,80.052172,3,6,2024,3447
